path	proposed_owner	migration_rule
docs/raes/techvault-static-validation-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/red-team-taxonomy.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/reference/appliance-release.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/reference/appliance-seat-launcher.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/reference/evidence-bundle-export.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/reference/experiment-runs.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/reference/participant-profile.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/reference/techvault-company-profile.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/reference/techvault-osint-readiness.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/reference/techvault-scenario-overview.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/releasing.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/requirements/AGT-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/AGT-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/AGT-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/AGT-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/APP-1/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/APP-2/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/APP-3/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/CLI-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/CLI-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/CLI-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/CLI-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/CLI-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/CLI-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/CLI-007/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DEP-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DEP-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DEP-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DEP-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DEP-007/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DEP-008/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DET-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DET-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DET-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DET-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DET-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DET-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DOC-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-007/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-008/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-009/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/DSL-010/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ENT-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ENT-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ENT-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ENT-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ENT-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ENT-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ENT-007/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ENT-008/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ENT-009/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/EXP-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/EXP-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/EXP-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/EXP-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/EXP-008/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/EXP-009/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/EXP-010/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/EXP-011/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INF-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INF-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INF-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INF-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INF-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INF-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INF-007/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INF-010/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INT-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INT-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INT-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INT-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INT-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/INT-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/MCP-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/MCP-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/MCP-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/MCP-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/MCP-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/MCP-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/NET-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/NET-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/NET-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/NET-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/NET-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/OBS-001-DUP-1/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/OBS-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/OBS-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/OBS-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/ORC-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RED-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RED-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RED-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RED-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/REP-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/REP-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/REP-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/REP-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/REP-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/REP-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RNG-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RNG-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RNG-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RNG-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RNG-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RNG-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/RTE-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SAF-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SAF-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SAF-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SAF-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SAF-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-007/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-008/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-009/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SCN-010/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SEC-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SEC-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SEC-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SEC-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SEC-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SEC-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SEC-007/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SIEM-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SIEM-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SIEM-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SIEM-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SIEM-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SIEM-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SIM-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SIM-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SIM-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SOC-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SOC-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SOC-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SOC-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SOC-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SOC-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-004/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-007/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-008/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-009/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/SYS-010/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/UI-001/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/UI-002/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/UI-003/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/UI-005/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/UI-006/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/UI-007/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/requirements/UI-008/requirement.md	requirements-follow-owner	Preserve exact UID/history; reconcile authority during migration
docs/sdl/complex-scenario-authoring-notes.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/complex-scenarios.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/index.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/limitations.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/parser.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/precedents.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/runtime-architecture.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/sections.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/techvault-curated-variants.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/testing.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/sdl/validation.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/specs/soc-feature-spec.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/specs/web-component-kit.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/specs/web-gui-design-preflight.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/specs/web-gui-design.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/testing/property-based-parser-tests.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/testing/smoke-test-plan.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/troubleshooting/index.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/workshop/emergency-rollout.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/workshop/playbook.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
docs/workshop/walkthrough.md	docs-follow-owner	Separate current user guidance from historical evidence and experience docs
eslint.config.js	repository-metadata	Inspect identity/content owner during #934; no runtime capability implied
examples/aptl-lab-topology.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
examples/hospital-ransomware-surgery-day.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
examples/port-authority-surge-response.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
examples/satcom-release-poisoning.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
generate-indexer-certs.yml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
hatch_build.py	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
lab_connections.txt	repository-metadata	Inspect identity/content owner during #934; no runtime capability implied
mcp/aptl-mcp-common/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/package.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/captures.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/config.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/endpoint-url.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/http.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/index.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/redaction.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/runs.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/server.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/shells.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/ssh-contracts.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/ssh-manager.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/ssh-session.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/ssh.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/telemetry.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/tools/api-definitions.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/tools/api-handlers.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/tools/definitions.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/tools/handlers.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/src/utils.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/tests/api-tools.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/captures.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/config-env-substitution.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/config-logic.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/endpoint-url.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/http-ca.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/http-endpoint-security.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/http-insecure.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/http.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/redaction.parity.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/redaction.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/runs.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/server-hook.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/server-logic.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/shells.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/ssh-facade.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/ssh.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/telemetry.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/tools-definitions.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tests/tools-handlers.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/aptl-mcp-common/tsconfig.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/aptl-mcp-common/vitest.config.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/build-all-mcps.sh	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-casemgmt/.gitignore	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-casemgmt/docker-lab-config.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-casemgmt/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-casemgmt/package.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-casemgmt/src/index.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-casemgmt/tsconfig.build.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-casemgmt/tsconfig.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-indexer/.gitignore	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-indexer/build/index.js	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-indexer/docker-lab-config.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-indexer/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-indexer/package.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-indexer/src/index.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-indexer/tsconfig.build.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-indexer/tsconfig.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-indexer/vitest.config.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-network/.gitignore	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-network/docker-lab-config.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-network/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-network/package.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-network/src/index.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-network/tsconfig.build.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-network/tsconfig.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/.gitignore	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/.prettierrc	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/build/index.js	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/docker-lab-config.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/eslint.config.js	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/package.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/src/capture.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/src/classifier.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/src/effective-mode.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/src/extractor.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/src/index.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/src/logger.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/tests/capture.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/mcp-red/tests/classifier.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/mcp-red/tests/effective-mode.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/mcp-red/tests/extractor.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/mcp-red/tests/logger.test.ts	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
mcp/mcp-red/tsconfig.build.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
